Product_Name,Category,Current_Price,Old_Price,Discount,Total_Ratings,Image_Link,Review_Rating,Review_Date,Verified_Purchase,Review_Text
Philly 20000mAh Power Charging Bank  Type-C Input,Home > Phones & Tablets > Mobile Phone Accessories > Batteries & Battery Packs > Portable Power Banks,"₦ 8,490","₦ 13,875",39%,(12459 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/5791463/1.jpg?3290,5 out of 5,No Date,Yes,Portable in size
Philly 20000mAh Power Charging Bank  Type-C Input,Home > Phones & Tablets > Mobile Phone Accessories > Batteries & Battery Packs > Portable Power Banks,"₦ 8,490","₦ 13,875",39%,(12459 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/5791463/1.jpg?3290,5 out of 5,No Date,Yes,Very durable
Philly 20000mAh Power Charging Bank  Type-C Input,Home > Phones & Tablets > Mobile Phone Accessories > Batteries & Battery Packs > Portable Power Banks,"₦ 8,490","₦ 13,875",39%,(12459 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/5791463/1.jpg?3290,5 out of 5,No Date,Yes,It has the quality as expected
Philly 20000mAh Power Charging Bank Portable Charger Ultra Slim,Home > Phones & Tablets > Mobile Phone Accessories > Batteries & Battery Packs > Portable Power Banks,"₦ 7,752","₦ 13,057",41%,(18675 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/7345413/1.jpg?6266,1 out of 5,No Date,Yes,Strong and powerful. Been using for a year
Philly 20000mAh Power Charging Bank Portable Charger Ultra Slim,Home > Phones & Tablets > Mobile Phone Accessories > Batteries & Battery Packs > Portable Power Banks,"₦ 7,752","₦ 13,057",41%,(18675 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/7345413/1.jpg?6266,5 out of 5,No Date,Yes,Always on full bar
Philly 20000mAh Power Charging Bank Portable Charger Ultra Slim,Home > Phones & Tablets > Mobile Phone Accessories > Batteries & Battery Packs > Portable Power Banks,"₦ 7,752","₦ 13,057",41%,(18675 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/7345413/1.jpg?6266,3 out of 5,No Date,Yes,Tested and trusted power Bank
Philly 30000mAh Power Charging Bank,Home > Phones & Tablets > Mobile Phone Accessories > Batteries & Battery Packs > Portable Power Banks,"₦ 14,640","₦ 32,820",55%,(4882 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/3528383/1.jpg?5824,5 out of 5,No Date,Yes,It very good and last long
Philly 30000mAh Power Charging Bank,Home > Phones & Tablets > Mobile Phone Accessories > Batteries & Battery Packs > Portable Power Banks,"₦ 14,640","₦ 32,820",55%,(4882 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/3528383/1.jpg?5824,5 out of 5,No Date,Yes,Good
Philly 30000mAh Power Charging Bank,Home > Phones & Tablets > Mobile Phone Accessories > Batteries & Battery Packs > Portable Power Banks,"₦ 14,640","₦ 32,820",55%,(4882 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/3528383/1.jpg?5824,5 out of 5,No Date,Yes,"This one of the best power bank HAR ever buy 
It have strong energy power supply 
Very strong power bank 
Since have been using it it haven’t minus to 75%"
Philly 50000 MAh Power Charging Bank,Home > Phones & Tablets > Mobile Phone Accessories > Batteries & Battery Packs > Portable Power Banks,"₦ 24,750","₦ 39,390",37%,(1933 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/2328383/1.jpg?7295,5 out of 5,No Date,Yes,It's a powerful bank guys
Philly 50000 MAh Power Charging Bank,Home > Phones & Tablets > Mobile Phone Accessories > Batteries & Battery Packs > Portable Power Banks,"₦ 24,750","₦ 39,390",37%,(1933 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/2328383/1.jpg?7295,5 out of 5,No Date,Yes,Very Good
Philly 50000 MAh Power Charging Bank,Home > Phones & Tablets > Mobile Phone Accessories > Batteries & Battery Packs > Portable Power Banks,"₦ 24,750","₦ 39,390",37%,(1933 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/2328383/1.jpg?7295,5 out of 5,No Date,Yes,Very nice
HANSEN 18 inches industrial level standing fan,"Home > Home & Office > Home & Kitchen > Heaters, Air Cooling & Purification > Household Fans > Standing Fans","₦ 18,235","₦ 20,060",9%,(8062 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/7026814/1.jpg?2243,1 out of 5,No Date,Yes,"The legs should be,3 legs"
HANSEN 18 inches industrial level standing fan,"Home > Home & Office > Home & Kitchen > Heaters, Air Cooling & Purification > Household Fans > Standing Fans","₦ 18,235","₦ 20,060",9%,(8062 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/7026814/1.jpg?2243,5 out of 5,No Date,Yes,I like it
HANSEN 18 inches industrial level standing fan,"Home > Home & Office > Home & Kitchen > Heaters, Air Cooling & Purification > Household Fans > Standing Fans","₦ 18,235","₦ 20,060",9%,(8062 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/7026814/1.jpg?2243,5 out of 5,No Date,Yes,Silent and cool
SILVER CREST 2L Industrial 8500W Food Crusher Blender With 2 Jar,Home > Home & Office > Home & Kitchen > Kitchen & Dining > Small Appliances > Blenders > Personal Size Blenders,"₦ 21,699","₦ 26,386",18%,(15079 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/9080814/1.jpg?9815,5 out of 5,No Date,Yes,"I like it so much , ordered for two, and I got interesting replies from my customers."
SILVER CREST 2L Industrial 8500W Food Crusher Blender With 2 Jar,Home > Home & Office > Home & Kitchen > Kitchen & Dining > Small Appliances > Blenders > Personal Size Blenders,"₦ 21,699","₦ 26,386",18%,(15079 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/9080814/1.jpg?9815,5 out of 5,No Date,Yes,Works perfectly
SILVER CREST 2L Industrial 8500W Food Crusher Blender With 2 Jar,Home > Home & Office > Home & Kitchen > Kitchen & Dining > Small Appliances > Blenders > Personal Size Blenders,"₦ 21,699","₦ 26,386",18%,(15079 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/9080814/1.jpg?9815,3 out of 5,No Date,Yes,Good
"NIVEA MEN Deep Anti-Perspirant Roll-on For Men, 72h - 50ml (Pack of 3)",Home > Health & Beauty > Beauty & Personal Care > Personal Care > Deodorants & Antiperspirants > Antiperspirants,"₦ 3,885","₦ 6,125",37%,(7324 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/9523401/1.jpg?2616,5 out of 5,No Date,Yes,The scent is really nice and strong
"NIVEA MEN Deep Anti-Perspirant Roll-on For Men, 72h - 50ml (Pack of 3)",Home > Health & Beauty > Beauty & Personal Care > Personal Care > Deodorants & Antiperspirants > Antiperspirants,"₦ 3,885","₦ 6,125",37%,(7324 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/9523401/1.jpg?2616,5 out of 5,No Date,Yes,The dry nature
"NIVEA MEN Deep Anti-Perspirant Roll-on For Men, 72h - 50ml (Pack of 3)",Home > Health & Beauty > Beauty & Personal Care > Personal Care > Deodorants & Antiperspirants > Antiperspirants,"₦ 3,885","₦ 6,125",37%,(7324 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/9523401/1.jpg?2616,4 out of 5,No Date,Yes,It's very good
Oraimo Traveler 15 Power Bank 20000mAh 15W Type-C Fast Charging  with LED Torch,Home > Phones & Tablets > Mobile Phone Accessories > Batteries & Battery Packs > Portable Power Banks,"₦ 14,490","₦ 28,500",49%,(1905 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/6259814/1.jpg?1820,5 out of 5,No Date,Yes,"The touch light is really great, coupled with the 3 charging ports (2inputs & 3ouputs) is a big plus."
Oraimo Traveler 15 Power Bank 20000mAh 15W Type-C Fast Charging  with LED Torch,Home > Phones & Tablets > Mobile Phone Accessories > Batteries & Battery Packs > Portable Power Banks,"₦ 14,490","₦ 28,500",49%,(1905 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/6259814/1.jpg?1820,5 out of 5,No Date,Yes,Forget about it am so happy about this power bank
Oraimo Traveler 15 Power Bank 20000mAh 15W Type-C Fast Charging  with LED Torch,Home > Phones & Tablets > Mobile Phone Accessories > Batteries & Battery Packs > Portable Power Banks,"₦ 14,490","₦ 28,500",49%,(1905 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/6259814/1.jpg?1820,5 out of 5,No Date,Yes,Excellent
HANSEN Electric Iron Pressing Clothes 1000W,Home > Home & Office > Small & Cooking Appliances > Small Appliances > Ironing & Laundry,"₦ 6,471","₦ 7,117",9%,(6491 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/4712814/1.jpg?2558,5 out of 5,No Date,Yes,Perfect
HANSEN Electric Iron Pressing Clothes 1000W,Home > Home & Office > Small & Cooking Appliances > Small Appliances > Ironing & Laundry,"₦ 6,471","₦ 7,117",9%,(6491 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/4712814/1.jpg?2558,1 out of 5,No Date,Yes,It's got burnt immediately and burns clothes
HANSEN Electric Iron Pressing Clothes 1000W,Home > Home & Office > Small & Cooking Appliances > Small Appliances > Ironing & Laundry,"₦ 6,471","₦ 7,117",9%,(6491 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/4712814/1.jpg?2558,4 out of 5,No Date,Yes,Am enjoying it already
Ace Elec 50000 MAh Power Banks With LED Light Portable Super Fast Charger,Home > Phones & Tablets > Mobile Phone Accessories > Batteries & Battery Packs > Portable Power Banks,"₦ 21,728","₦ 22,814",46%,(7894 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/1117814/1.jpg?3008,5 out of 5,No Date,Yes,Nice product
Ace Elec 50000 MAh Power Banks With LED Light Portable Super Fast Charger,Home > Phones & Tablets > Mobile Phone Accessories > Batteries & Battery Packs > Portable Power Banks,"₦ 21,728","₦ 22,814",46%,(7894 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/1117814/1.jpg?3008,5 out of 5,No Date,Yes,Nice
Ace Elec 50000 MAh Power Banks With LED Light Portable Super Fast Charger,Home > Phones & Tablets > Mobile Phone Accessories > Batteries & Battery Packs > Portable Power Banks,"₦ 21,728","₦ 22,814",46%,(7894 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/1117814/1.jpg?3008,5 out of 5,No Date,Yes,Work perfect
SILVER CREST 8L Extra Large Digital AirFryer,Home > Home & Office > Home & Kitchen > Kitchen & Dining > Small Appliances > Air Fryers,"₦ 29,999","₦ 44,000",32%,(3697 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/7705814/1.jpg?8840,5 out of 5,No Date,Yes,It get his job done well. I love it. Working  perfectly  and doesn't  consume  power
SILVER CREST 8L Extra Large Digital AirFryer,Home > Home & Office > Home & Kitchen > Kitchen & Dining > Small Appliances > Air Fryers,"₦ 29,999","₦ 44,000",32%,(3697 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/7705814/1.jpg?8840,3 out of 5,No Date,Yes,Basic heating element
SILVER CREST 8L Extra Large Digital AirFryer,Home > Home & Office > Home & Kitchen > Kitchen & Dining > Small Appliances > Air Fryers,"₦ 29,999","₦ 44,000",32%,(3697 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/7705814/1.jpg?8840,5 out of 5,No Date,Yes,It works perfectly
itel 20000mAh Dual Output Fast Charging Power Bank,Home > Phones & Tablets > Mobile Phone Accessories > Batteries & Battery Packs > Portable Power Banks,"₦ 14,500","₦ 20,000",28%,(15712 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/523389/1.jpg?8921,4 out of 5,No Date,Yes,"It’s strong yes!!!
But what I’ve observed is that sometimes the first light doesn’t last even when charged full while sometimes it does
There are allot of things to say 
But I’ll rate it 70 out of 100"
itel 20000mAh Dual Output Fast Charging Power Bank,Home > Phones & Tablets > Mobile Phone Accessories > Batteries & Battery Packs > Portable Power Banks,"₦ 14,500","₦ 20,000",28%,(15712 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/523389/1.jpg?8921,5 out of 5,No Date,Yes,"When it's fully charged,it can last me for 3 days straight"
itel 20000mAh Dual Output Fast Charging Power Bank,Home > Phones & Tablets > Mobile Phone Accessories > Batteries & Battery Packs > Portable Power Banks,"₦ 14,500","₦ 20,000",28%,(15712 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/523389/1.jpg?8921,5 out of 5,No Date,Yes,I’ve order up to 5 for my friends
NIVEA MEN Deep Body Lotion  - 400ml (Pack Of 2),Home > Health & Beauty > Beauty & Personal Care > Personal Care > Skin Care > Body > Moisturizers & Body Lotions > Lotions,"₦ 6,145","₦ 9,695",37%,(4387 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/3790711/1.jpg?8443,5 out of 5,No Date,Yes,The product was exactly what I ordered for
NIVEA MEN Deep Body Lotion  - 400ml (Pack Of 2),Home > Health & Beauty > Beauty & Personal Care > Personal Care > Skin Care > Body > Moisturizers & Body Lotions > Lotions,"₦ 6,145","₦ 9,695",37%,(4387 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/3790711/1.jpg?8443,5 out of 5,No Date,Yes,Super moisturising and smells nice and it came in a good deal
NIVEA MEN Deep Body Lotion  - 400ml (Pack Of 2),Home > Health & Beauty > Beauty & Personal Care > Personal Care > Skin Care > Body > Moisturizers & Body Lotions > Lotions,"₦ 6,145","₦ 9,695",37%,(4387 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/3790711/1.jpg?8443,5 out of 5,No Date,Yes,Great fragrance
Philly 50000 MAh Super Fast Charger Power  Bank With LED Lights,Home > Phones & Tablets > Mobile Phone Accessories > Batteries & Battery Packs > Portable Power Banks,"₦ 25,500","₦ 41,550",39%,(6436 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/5418373/1.jpg?1597,3 out of 5,No Date,Yes,It last me for a week
Philly 50000 MAh Super Fast Charger Power  Bank With LED Lights,Home > Phones & Tablets > Mobile Phone Accessories > Batteries & Battery Packs > Portable Power Banks,"₦ 25,500","₦ 41,550",39%,(6436 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/5418373/1.jpg?1597,5 out of 5,No Date,Yes,Good power bank
Philly 50000 MAh Super Fast Charger Power  Bank With LED Lights,Home > Phones & Tablets > Mobile Phone Accessories > Batteries & Battery Packs > Portable Power Banks,"₦ 25,500","₦ 41,550",39%,(6436 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/5418373/1.jpg?1597,5 out of 5,No Date,Yes,"It's a good product, though I ordered it for someone and he likes it."
Aeon 70L Double Door Fridge (ART85GJ) - Dark Grey + 1 Year Warranty,Home > Home & Office > Large Appliances & Home Improvement > Large Appliances > Fridges,"₦ 153,300","₦ 199,290",23%,(572 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/0913104/6.jpg?7448,4 out of 5,No Date,Yes,"It’s working perfectly, I love it"
Aeon 70L Double Door Fridge (ART85GJ) - Dark Grey + 1 Year Warranty,Home > Home & Office > Large Appliances & Home Improvement > Large Appliances > Fridges,"₦ 153,300","₦ 199,290",23%,(572 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/0913104/6.jpg?7448,3 out of 5,No Date,Yes,"I like it, the freezer is 100 Percent okay
but it makes noise while working Not a lot of noise like that"
Aeon 70L Double Door Fridge (ART85GJ) - Dark Grey + 1 Year Warranty,Home > Home & Office > Large Appliances & Home Improvement > Large Appliances > Fridges,"₦ 153,300","₦ 199,290",23%,(572 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/0913104/6.jpg?7448,5 out of 5,No Date,Yes,Very  good
itel PowerPulse A1160 20000mAh Power-Bank,Home > Phones & Tablets > Mobile Phone Accessories > Batteries & Battery Packs > Portable Power Banks,"₦ 16,500","₦ 19,200",14%,(8652 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/7595563/1.jpg?6045,5 out of 5,No Date,Yes,"Everything about it is good,
It lasts long,
It's recommendable"
itel PowerPulse A1160 20000mAh Power-Bank,Home > Phones & Tablets > Mobile Phone Accessories > Batteries & Battery Packs > Portable Power Banks,"₦ 16,500","₦ 19,200",14%,(8652 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/7595563/1.jpg?6045,5 out of 5,No Date,Yes,The powerbank has been performing well since purchase
itel PowerPulse A1160 20000mAh Power-Bank,Home > Phones & Tablets > Mobile Phone Accessories > Batteries & Battery Packs > Portable Power Banks,"₦ 16,500","₦ 19,200",14%,(8652 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/7595563/1.jpg?6045,5 out of 5,No Date,Yes,It works pretty well
"Sunelan S8 1.8"" Screen Phone, Dual SIM, Game, Camera  BL 5C_Battery - Black Red.",Home > Phones & Tablets > Mobile Phones > Basic Phones > Cell Phones,"₦ 6,846","₦ 7,188",5%,(1381 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/7945814/1.jpg?9243,4 out of 5,No Date,Yes,Working perfectly and came in fast
"Sunelan S8 1.8"" Screen Phone, Dual SIM, Game, Camera  BL 5C_Battery - Black Red.",Home > Phones & Tablets > Mobile Phones > Basic Phones > Cell Phones,"₦ 6,846","₦ 7,188",5%,(1381 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/7945814/1.jpg?9243,4 out of 5,No Date,Yes,"Very good 



Very good"
"Sunelan S8 1.8"" Screen Phone, Dual SIM, Game, Camera  BL 5C_Battery - Black Red.",Home > Phones & Tablets > Mobile Phones > Basic Phones > Cell Phones,"₦ 6,846","₦ 7,188",5%,(1381 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/7945814/1.jpg?9243,5 out of 5,No Date,Yes,The phone is good for the money
Oraimo Traveler 12 Byte Power Bank 20000mAh 12W Fast Charging Digital Display,Home > Phones & Tablets > Mobile Phone Accessories > Batteries & Battery Packs > Portable Power Banks,"₦ 13,995","₦ 27,000",48%,(3321 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/6994793/1.jpg?5540,3 out of 5,No Date,Yes,It's does not last longer
Oraimo Traveler 12 Byte Power Bank 20000mAh 12W Fast Charging Digital Display,Home > Phones & Tablets > Mobile Phone Accessories > Batteries & Battery Packs > Portable Power Banks,"₦ 13,995","₦ 27,000",48%,(3321 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/6994793/1.jpg?5540,3 out of 5,No Date,Yes,It’s okay
Oraimo Traveler 12 Byte Power Bank 20000mAh 12W Fast Charging Digital Display,Home > Phones & Tablets > Mobile Phone Accessories > Batteries & Battery Packs > Portable Power Banks,"₦ 13,995","₦ 27,000",48%,(3321 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/6994793/1.jpg?5540,5 out of 5,No Date,Yes,It lasts loing
Syinix 2.2L Electric Kettle - Silver SKE22U1,Home > Home & Office > Small & Cooking Appliances > Small Appliances > Kettles > Electric Kettles,"₦ 6,800","₦ 7,229",6%,(11574 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/33/1149363/1.jpg?4917,4 out of 5,No Date,Yes,"The product is good it's boring faster i like
The product"
Syinix 2.2L Electric Kettle - Silver SKE22U1,Home > Home & Office > Small & Cooking Appliances > Small Appliances > Kettles > Electric Kettles,"₦ 6,800","₦ 7,229",6%,(11574 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/33/1149363/1.jpg?4917,4 out of 5,No Date,Yes,"Just as expected, same specifications and all"
Syinix 2.2L Electric Kettle - Silver SKE22U1,Home > Home & Office > Small & Cooking Appliances > Small Appliances > Kettles > Electric Kettles,"₦ 6,800","₦ 7,229",6%,(11574 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/33/1149363/1.jpg?4917,4 out of 5,No Date,Yes,"I love this kettle, since I got I have been using it, it's very fast to boil water, but I think you should work on the plug it tends to make sockets blow up. But it's perfect I love it."
"FOOMEE  20000mAh 12W Fast Charging, Type-C Portable Power Bank with 3 Output",Home > Phones & Tablets > Mobile Phone Accessories > Batteries & Battery Packs > Portable Power Banks,"₦ 12,999","₦ 17,999",28%,(253 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/9370914/1.jpg?9014,4 out of 5,No Date,Yes,Its Okay but you need to make it last longer I mean the battery
"FOOMEE  20000mAh 12W Fast Charging, Type-C Portable Power Bank with 3 Output",Home > Phones & Tablets > Mobile Phone Accessories > Batteries & Battery Packs > Portable Power Banks,"₦ 12,999","₦ 17,999",28%,(253 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/9370914/1.jpg?9014,5 out of 5,No Date,Yes,Great one and it last for real
"FOOMEE  20000mAh 12W Fast Charging, Type-C Portable Power Bank with 3 Output",Home > Phones & Tablets > Mobile Phone Accessories > Batteries & Battery Packs > Portable Power Banks,"₦ 12,999","₦ 17,999",28%,(253 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/9370914/1.jpg?9014,1 out of 5,No Date,Yes,It doesn't last at all. Really regret buying it.
NIVEA Deep Anti-Perspirant Spray For Men 48h - 200ml (Pack Of 2),Home > Health & Beauty > Beauty & Personal Care > Personal Care > Deodorants & Antiperspirants > Antiperspirants,"₦ 6,614","₦ 10,820",39%,(2632 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/6723401/1.jpg?5516,4 out of 5,No Date,Yes,Got exactly what I ordered
NIVEA Deep Anti-Perspirant Spray For Men 48h - 200ml (Pack Of 2),Home > Health & Beauty > Beauty & Personal Care > Personal Care > Deodorants & Antiperspirants > Antiperspirants,"₦ 6,614","₦ 10,820",39%,(2632 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/6723401/1.jpg?5516,5 out of 5,No Date,Yes,Product was intact and good
NIVEA Deep Anti-Perspirant Spray For Men 48h - 200ml (Pack Of 2),Home > Health & Beauty > Beauty & Personal Care > Personal Care > Deodorants & Antiperspirants > Antiperspirants,"₦ 6,614","₦ 10,820",39%,(2632 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/6723401/1.jpg?5516,5 out of 5,No Date,Yes,Nice
NIVEA MEN Deep Body Lotion 400ml + Deep Roll-on 50ml,Home > Health & Beauty > Beauty & Personal Care > Personal Care > Skin Care > Body > Moisturizers & Body Lotions > Lotions,"₦ 4,617","₦ 6,890",33%,(5214 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/2713401/1.jpg?4516,5 out of 5,No Date,Yes,It's very nice and makes skin fresh
NIVEA MEN Deep Body Lotion 400ml + Deep Roll-on 50ml,Home > Health & Beauty > Beauty & Personal Care > Personal Care > Skin Care > Body > Moisturizers & Body Lotions > Lotions,"₦ 4,617","₦ 6,890",33%,(5214 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/2713401/1.jpg?4516,5 out of 5,No Date,Yes,I received what I ordered
NIVEA MEN Deep Body Lotion 400ml + Deep Roll-on 50ml,Home > Health & Beauty > Beauty & Personal Care > Personal Care > Skin Care > Body > Moisturizers & Body Lotions > Lotions,"₦ 4,617","₦ 6,890",33%,(5214 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/2713401/1.jpg?4516,5 out of 5,No Date,Yes,I love it
NIVEA Radiant & Beauty Even Glow Body Lotion For Women - 400ml,Home > Health & Beauty > Beauty & Personal Care > Personal Care > Skin Care > Body > Moisturizers & Body Lotions,"₦ 4,405","₦ 5,820",24%,(2468 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/4213401/1.jpg?7893,5 out of 5,No Date,Yes,Delivered as seen
NIVEA Radiant & Beauty Even Glow Body Lotion For Women - 400ml,Home > Health & Beauty > Beauty & Personal Care > Personal Care > Skin Care > Body > Moisturizers & Body Lotions,"₦ 4,405","₦ 5,820",24%,(2468 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/4213401/1.jpg?7893,5 out of 5,No Date,Yes,Very good cream
NIVEA Radiant & Beauty Even Glow Body Lotion For Women - 400ml,Home > Health & Beauty > Beauty & Personal Care > Personal Care > Skin Care > Body > Moisturizers & Body Lotions,"₦ 4,405","₦ 5,820",24%,(2468 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/4213401/1.jpg?7893,5 out of 5,No Date,Yes,I will buy it again. Not greezy.
Oraimo Traveler 15 Power Bank 20000mAh Black,Home > Phones & Tablets > Mobile Phone Accessories > Batteries & Battery Packs > Portable Power Banks,"₦ 14,677","₦ 34,255",57%,(155 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/3861914/1.jpg?9166,5 out of 5,No Date,Yes,Very strong battery and it’s okay for the money
Oraimo Traveler 15 Power Bank 20000mAh Black,Home > Phones & Tablets > Mobile Phone Accessories > Batteries & Battery Packs > Portable Power Banks,"₦ 14,677","₦ 34,255",57%,(155 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/3861914/1.jpg?9166,5 out of 5,No Date,Yes,A great product. Haven’t let me out of power since I bought it.
Oraimo Traveler 15 Power Bank 20000mAh Black,Home > Phones & Tablets > Mobile Phone Accessories > Batteries & Battery Packs > Portable Power Banks,"₦ 14,677","₦ 34,255",57%,(155 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/3861914/1.jpg?9166,5 out of 5,No Date,Yes,It's very strong
SOLITEC STANDING FAN 18 INCHES,"Home > Home & Office > Home & Kitchen > Heaters, Air Cooling & Purification > Household Fans > Standing Fans","₦ 19,294","₦ 21,320",10%,(8810 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/4106404/1.jpg?8449,5 out of 5,No Date,Yes,"I love it, it works perfectly"
SOLITEC STANDING FAN 18 INCHES,"Home > Home & Office > Home & Kitchen > Heaters, Air Cooling & Purification > Household Fans > Standing Fans","₦ 19,294","₦ 21,320",10%,(8810 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/4106404/1.jpg?8449,1 out of 5,No Date,Yes,Noisy and stopped working after one month
