Product_Name,Category,Current_Price,Old_Price,Discount,Total_Ratings,Image_Link,Review_Rating,Review_Date,Verified_Purchase,Review_Text
Haier Thermocool 145 Litres Double Door Refrigerator (HRF-160BEX R6)- Silver  + 3 Years Warranty,Home > Home & Office > Large Appliances & Home Improvement > Large Appliances > Fridges,"₦ 394,610",No Old Price,0%,(57 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/1332231/1.jpg?9500,5 out of 5,No Date,Yes,Freezes on time
Haier Thermocool 145 Litres Double Door Refrigerator (HRF-160BEX R6)- Silver  + 3 Years Warranty,Home > Home & Office > Large Appliances & Home Improvement > Large Appliances > Fridges,"₦ 394,610",No Old Price,0%,(57 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/1332231/1.jpg?9500,3 out of 5,No Date,Yes,The fridge isn't cooling well
Oraimo SmartTrimmer Home Cordless Powerful Electric Trimmer 365-day Warranty,Home > Health & Beauty > Beauty & Personal Care > Hair Care > Hair Cutting Tools > Hair Clippers & Accessories > Finishing Trimmers,"₦ 19,890","₦ 27,000",26%,(45 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/7825814/1.jpg?3145,4 out of 5,No Date,Yes,It was a good product
Oraimo SmartTrimmer Home Cordless Powerful Electric Trimmer 365-day Warranty,Home > Health & Beauty > Beauty & Personal Care > Hair Care > Hair Cutting Tools > Hair Clippers & Accessories > Finishing Trimmers,"₦ 19,890","₦ 27,000",26%,(45 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/7825814/1.jpg?3145,1 out of 5,No Date,Yes,Doesn’t shave properly
Oraimo SmartTrimmer Home Cordless Powerful Electric Trimmer 365-day Warranty,Home > Health & Beauty > Beauty & Personal Care > Hair Care > Hair Cutting Tools > Hair Clippers & Accessories > Finishing Trimmers,"₦ 19,890","₦ 27,000",26%,(45 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/7825814/1.jpg?3145,4 out of 5,No Date,Yes,Working perfectly
Ecstasy Collection Chic Eau de Toilette - 25ml,Home > Health & Beauty > Beauty & Personal Care > Fragrances > Men's > Eau de Parfum,"₦ 5,805","₦ 12,900",55%,(11 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/2190914/1.jpg?9930,4 out of 5,No Date,Yes,i love it but the bottle is pretty small
Ecstasy Collection Chic Eau de Toilette - 25ml,Home > Health & Beauty > Beauty & Personal Care > Fragrances > Men's > Eau de Parfum,"₦ 5,805","₦ 12,900",55%,(11 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/2190914/1.jpg?9930,5 out of 5,No Date,Yes,It's smells nice
Ecstasy Collection Chic Eau de Toilette - 25ml,Home > Health & Beauty > Beauty & Personal Care > Fragrances > Men's > Eau de Parfum,"₦ 5,805","₦ 12,900",55%,(11 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/2190914/1.jpg?9930,4 out of 5,No Date,Yes,Mild and Sustained fragrance
NIVEA Active Lip Balm For Men - 4.8g,Home > Health & Beauty > Beauty & Personal Care > Personal Care > Lip Care > Lip Balms & Treatments,"₦ 3,165",No Old Price,0%,(80 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/0995104/1.jpg?3136,4 out of 5,No Date,Yes,I looks it
NIVEA Active Lip Balm For Men - 4.8g,Home > Health & Beauty > Beauty & Personal Care > Personal Care > Lip Care > Lip Balms & Treatments,"₦ 3,165",No Old Price,0%,(80 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/0995104/1.jpg?3136,1 out of 5,No Date,Yes,does not last at all 1\10
NIVEA Active Lip Balm For Men - 4.8g,Home > Health & Beauty > Beauty & Personal Care > Personal Care > Lip Care > Lip Balms & Treatments,"₦ 3,165",No Old Price,0%,(80 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/0995104/1.jpg?3136,5 out of 5,No Date,Yes,It's a good lip balm
ADIDAS Originals Slippers Adilette,Home > Fashion > Men's Fashion > Shoes > Sandals > Slides,"₦ 18,200","₦ 52,000",65%,(296 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/226248/1.jpg?9983,5 out of 5,No Date,Yes,Original slide
ADIDAS Originals Slippers Adilette,Home > Fashion > Men's Fashion > Shoes > Sandals > Slides,"₦ 18,200","₦ 52,000",65%,(296 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/226248/1.jpg?9983,1 out of 5,No Date,Yes,Better gum
ADIDAS Originals Slippers Adilette,Home > Fashion > Men's Fashion > Shoes > Sandals > Slides,"₦ 18,200","₦ 52,000",65%,(296 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/226248/1.jpg?9983,3 out of 5,No Date,Yes,Too small for 42
Dou-color Pure Cotton 3 In 1 Men's Flat Angle Underwear (black+blue+red),Home > Fashion > Men's Fashion > Clothing > Underwear > Boxers > Sets,"₦ 8,295","₦ 9,345",11%,(245 verified ratings),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/8595292/1.jpg?2939,5 out of 5,No Date,Yes,Too good ????
